ensembl_gene_id	external_gene_name	gene_biotype	transcript_count	start_position	end_position	chromosome_name
ENSG00000279321		lncRNA	2	9913117	9914846	21
ENSG00000270533		transcribed_processed_pseudogene	2	9975017	10119309	21
ENSG00000280372		TEC	1	10028361	10029855	21
ENSG00000279851		lncRNA	1	10122273	10129029	21
ENSG00000279062	CDRT15P8	unprocessed_pseudogene	1	10136419	10137004	21
ENSG00000277693		lncRNA	3	10328411	10342737	21
ENSG00000275945	EIF3FP1	processed_pseudogene	1	10330732	10331537	21
ENSG00000275592	VN1R7P	processed_pseudogene	1	10357400	10358620	21
ENSG00000278106		unprocessed_pseudogene	1	10397644	10397778	21
ENSG00000290523		lncRNA	2	10413477	10491615	21
ENSG00000187172	BAGE2	transcribed_unprocessed_pseudogene	1	10454134	10516431	21
ENSG00000273840		lncRNA	1	10482738	10605716	21
ENSG00000274391	TPTE	protein_coding	5	10521553	10606140	21
ENSG00000278678	CYCSP41	processed_pseudogene	1	10576292	10576587	21
ENSG00000273872	SLC25A15P4	unprocessed_pseudogene	1	10612455	10613379	21
ENSG00000276556		unprocessed_pseudogene	1	10640028	10640338	21
ENSG00000277282	IGHV1OR21-1	IG_V_gene	1	10649400	10649835	21
ENSG00000229306		lncRNA	1	12999676	13016692	21
ENSG00000290568		lncRNA	3	13038160	13052118	21
ENSG00000224309	ANKRD30BP2	transcribed_unprocessed_pseudogene	1	13038208	13067033	21
ENSG00000207097	RNU6-614P	snRNA	1	13047583	13047689	21
ENSG00000168122	ZNF355P	unprocessed_pseudogene	1	13095305	13113790	21
ENSG00000237202		processed_pseudogene	1	13120244	13120807	21
ENSG00000280108		lncRNA	1	13305152	13314944	21
ENSG00000185390	FGF7P2	unprocessed_pseudogene	1	13349265	13350648	21
ENSG00000175302	ANKRD30BP1	unprocessed_pseudogene	1	13384249	13427773	21
ENSG00000266211	MIR3156-3	miRNA	1	13406384	13406460	21
ENSG00000226930	GTF2IP2	unprocessed_pseudogene	1	13443373	13489176	21
ENSG00000219280	VN1R8P	processed_pseudogene	1	13476371	13477263	21
ENSG00000228159	LINC01674	lncRNA	4	13516107	13574999	21
ENSG00000228184	SNX19P1	processed_pseudogene	1	13525599	13528579	21
ENSG00000179381	OR4K11P	unprocessed_pseudogene	1	13544210	13545185	21
ENSG00000218549	OR4K12P	unprocessed_pseudogene	1	13581060	13582004	21
ENSG00000166351	POTED	protein_coding	2	13609777	13645823	21
ENSG00000207476	RNU6-286P	snRNA	1	13621577	13621683	21
ENSG00000266299	MIR3118-1	miRNA	1	13644775	13644850	21
ENSG00000278381		processed_pseudogene	1	13654073	13654356	21
ENSG00000227874	GRAMD4P1	processed_pseudogene	1	13665868	13667546	21
ENSG00000214319	CXADRP1	processed_pseudogene	1	13676022	13677116	21
ENSG00000279773		TEC	1	13679300	13681138	21
ENSG00000273692	LONRF2P5	processed_pseudogene	1	13704853	13705518	21
ENSG00000278618	MIR8069	miRNA	1	13724189	13724274	21
ENSG00000229231	FEM1AP1	processed_pseudogene	1	13762338	13764332	21
ENSG00000224922		lncRNA	1	13769932	13771740	21
ENSG00000173231	TERF1P1	processed_pseudogene	1	13776086	13777266	21
ENSG00000232797	FAM207CP	processed_pseudogene	1	13792635	13793141	21
ENSG00000224860	GXYLT1P2	processed_pseudogene	1	13824406	13825635	21
ENSG00000215562	CNN2P7	processed_pseudogene	1	13826696	13827627	21
ENSG00000234538	ZNF114P1	processed_pseudogene	1	13839118	13839409	21
ENSG00000290541	CYP4F29P	lncRNA	2	13843133	13848364	21
ENSG00000228314	CYP4F29P	transcribed_unprocessed_pseudogene	1	13846759	13847713	21
ENSG00000230965	SNX18P13	processed_pseudogene	1	13905960	13906488	21
ENSG00000290581		lncRNA	1	13909574	13935655	21
ENSG00000215559	ANKRD20A11P	transcribed_unprocessed_pseudogene	1	13909574	13979911	21
ENSG00000203616	RHOT1P2	processed_pseudogene	1	13936993	13937325	21
ENSG00000291280	ANKRD20A11P	lncRNA	4	13937946	13980437	21
ENSG00000223287	RNU6-954P	snRNA	1	13968489	13968595	21
ENSG00000183249	NF1P3	unprocessed_pseudogene	1	14000927	14005279	21
ENSG00000233442	PPP6R2P1	unprocessed_pseudogene	1	14007134	14014880	21
ENSG00000275170	FRG2MP	processed_pseudogene	1	14019060	14020725	21
ENSG00000224905		lncRNA	5	14027415	14144468	21
ENSG00000249493	ANKRD20A18P	unprocessed_pseudogene	1	14064325	14069087	21
ENSG00000201812	RNA5SP488	rRNA_pseudogene	1	14070871	14070986	21
ENSG00000277572		misc_RNA	1	14075950	14076038	21
ENSG00000188992	LIPI	protein_coding	8	14108813	14210955	21
ENSG00000240755	ERLEC1P1	processed_pseudogene	1	14143581	14144158	21
ENSG00000185272	RBM11	protein_coding	6	14216130	14228372	21
ENSG00000291052	ABCC13	lncRNA	19	14236206	14338017	21
ENSG00000243064	ABCC13	transcribed_unprocessed_pseudogene	1	14274092	14362754	21
ENSG00000155304	HSPA13	protein_coding	2	14371115	14383484	21
ENSG00000155307	SAMSN1	protein_coding	12	14485228	14658821	21
ENSG00000223662	SAMSN1-AS1	lncRNA	1	14582202	14598303	21
ENSG00000232884		lncRNA	16	14676689	14763259	21
ENSG00000228600	POLR2CP1	processed_pseudogene	1	14757588	14758352	21
ENSG00000225502	GAPDHP16	processed_pseudogene	1	14774301	14775262	21
ENSG00000235609		lncRNA	1	14818843	15014430	21
ENSG00000291290		lncRNA	1	14819699	14823309	21
ENSG00000291291		lncRNA	1	14821208	14821806	21
ENSG00000281903	LINC02246	lncRNA	5	14824254	14918552	21
ENSG00000226406	RBMX2P1	processed_pseudogene	1	14829154	14829989	21
ENSG00000235277		lncRNA	1	14918534	14947096	21
ENSG00000180530	NRIP1	protein_coding	7	14961235	15065936	21
ENSG00000229047		lncRNA	1	14961309	14964233	21
ENSG00000231201		lncRNA	1	14971470	14992854	21
ENSG00000279390		TEC	1	15050189	15052379	21
ENSG00000236471	LINC02920	lncRNA	1	15067070	15067837	21
ENSG00000288536		lncRNA	1	15102313	15138649	21
ENSG00000288555		lncRNA	1	15190406	15224394	21
ENSG00000288578		lncRNA	1	15263421	15283727	21
ENSG00000280082		TEC	1	15346652	15346738	21
ENSG00000229425		lncRNA	28	15368966	15627342	21
ENSG00000224524	CYCSP42	processed_pseudogene	1	15490530	15490767	21
ENSG00000224247		lncRNA	1	15493932	15496124	21
ENSG00000212564	RNU6-1326P	snRNA	1	15614283	15614389	21
ENSG00000226298	RAD23BP3	processed_pseudogene	1	15694300	15696581	21
ENSG00000155313	USP25	protein_coding	10	15729982	15880064	21
ENSG00000234159	RBPMSLP	processed_pseudogene	1	15744004	15745080	21
ENSG00000215386	MIR99AHG	lncRNA	258	15928296	16646364	21
ENSG00000252273	RNU6-426P	snRNA	1	16035413	16035509	21
ENSG00000214976	VDAC2P1	processed_pseudogene	1	16094415	16095372	21
ENSG00000224602	RPS26P5	processed_pseudogene	1	16121310	16121644	21
ENSG00000201025	SNORD74B	snoRNA	1	16284696	16284768	21
ENSG00000270071		lncRNA	3	16291079	16310382	21
ENSG00000270139		lncRNA	1	16417139	16419080	21
ENSG00000287066		lncRNA	1	16505555	16507916	21
ENSG00000280432		TEC	1	16525919	16527019	21
ENSG00000207638	MIR99A	miRNA	1	16539089	16539169	21
ENSG00000199030	MIRLET7C	miRNA	1	16539828	16539911	21
ENSG00000269950		lncRNA	1	16574718	16582637	21
ENSG00000207863	MIR125B2	miRNA	1	16590237	16590325	21
ENSG00000239023	RNU1-98P	snRNA	1	16718998	16719157	21
ENSG00000237735		lncRNA	1	16754519	16815688	21
ENSG00000232886		lncRNA	1	16862875	16873691	21
ENSG00000225735	NEK4P1	processed_pseudogene	1	17210469	17211347	21
ENSG00000278181		processed_pseudogene	1	17296219	17296596	21
ENSG00000252462	RNU6-113P	snRNA	1	17431547	17431647	21
ENSG00000232560	LINC01549	lncRNA	2	17438821	17450104	21
ENSG00000226580	RPL39P40	processed_pseudogene	1	17500679	17500824	21
ENSG00000266195	RN7SL163P	misc_RNA	1	17506453	17506728	21
ENSG00000154639	CXADR	protein_coding	5	17513043	17593579	21
ENSG00000232260	BTF3L4P1	processed_pseudogene	1	17518526	17518993	21
ENSG00000200754	Y_RNA	misc_RNA	1	17527140	17527247	21
ENSG00000199962	Y_RNA	misc_RNA	1	17576798	17576906	21
ENSG00000154640	BTG3	protein_coding	6	17593653	17612945	21
ENSG00000280594	BTG3-AS1	lncRNA	4	17611696	17633943	21
ENSG00000226956		lncRNA	1	17659276	17660384	21
ENSG00000279648		TEC	1	17705408	17707455	21
ENSG00000240770	C21orf91-OT1	lncRNA	3	17763315	17792523	21
ENSG00000154642	C21orf91	protein_coding	6	17788974	17819386	21
ENSG00000244676		lncRNA	2	17793488	17810845	21
ENSG00000231755	CHODL-AS1	lncRNA	1	17835016	17885608	21
ENSG00000215369	RPL37P3	processed_pseudogene	1	17894193	17894485	21
ENSG00000154645	CHODL	protein_coding	7	17901263	18267373	21
ENSG00000227330		lncRNA	1	18022370	18114904	21
ENSG00000154646	TMPRSS15	protein_coding	3	18269116	18485879	21
ENSG00000228708		lncRNA	1	18477358	18486599	21
ENSG00000224141	MIR548XHG	lncRNA	6	18561265	18760320	21
ENSG00000230233		lncRNA	1	18614431	18650360	21
ENSG00000265841	MIR548X	miRNA	1	18686090	18686164	21
ENSG00000198618	PPIAP22	processed_pseudogene	1	18857779	18858276	21
ENSG00000279156		TEC	1	18917213	18917429	21
ENSG00000232193		lncRNA	1	18917934	18935859	21
ENSG00000226204		lncRNA	1	18953264	18967058	21
ENSG00000235965		lncRNA	1	19046310	19047684	21
ENSG00000229289		lncRNA	1	19130523	19134423	21
ENSG00000226818	SLC6A6P1	processed_pseudogene	1	19244543	19246392	21
ENSG00000231620		lncRNA	1	19301613	19303739	21
ENSG00000212609	RNU1-139P	snRNA	1	19345148	19345312	21
ENSG00000230198	RPL37P4	processed_pseudogene	1	19593841	19594108	21
ENSG00000271486	NIPA2P3	processed_pseudogene	1	19620695	19621545	21
ENSG00000229336	SREK1IP1P1	processed_pseudogene	1	19739709	19740150	21
ENSG00000215353	C1QBPP1	processed_pseudogene	1	19759359	19760128	21
ENSG00000233480	LINC01683	lncRNA	2	19893113	19900043	21
ENSG00000233236	LINC02573	lncRNA	1	20256752	20258820	21
ENSG00000251851	RNU6-772P	snRNA	1	20355748	20355852	21
ENSG00000252963	RN7SKP147	misc_RNA	1	20356653	20356896	21
ENSG00000233676	FDPSP6	processed_pseudogene	1	20388334	20388845	21
ENSG00000234439	KRT18P2	processed_pseudogene	1	20424949	20426206	21
ENSG00000233206	RPS3AP1	processed_pseudogene	1	20430443	20430762	21
ENSG00000276738		processed_pseudogene	1	20597953	20598163	21
ENSG00000224924	LINC00320	lncRNA	84	20651450	20803816	21
ENSG00000215351	PPIAP1	processed_pseudogene	1	20828127	20828622	21
ENSG00000154654	NCAM2	protein_coding	5	20998409	21543329	21
ENSG00000226771		lncRNA	1	21223295	21226829	21
ENSG00000234730		lncRNA	1	21566763	21615437	21
ENSG00000237527		lncRNA	1	21655038	21686329	21
ENSG00000238265	LINC00317	lncRNA	1	21723293	21737319	21
ENSG00000233997	LINC01425	lncRNA	2	21746973	21797415	21
ENSG00000227075		lncRNA	1	21933315	21975681	21
ENSG00000233215	LINC01687	lncRNA	8	22008756	22098518	21
ENSG00000184856	LINC00308	lncRNA	2	22098616	22116605	21
ENSG00000234340		processed_pseudogene	1	22134698	22136083	21
ENSG00000231136		processed_pseudogene	1	22153950	22154299	21
ENSG00000202339	RNU4-45P	snRNA	1	22205192	22205332	21
ENSG00000226043		lncRNA	3	22209920	22420819	21
ENSG00000223488	MAPK6P2	processed_pseudogene	1	22436290	22438349	21
ENSG00000234034		lncRNA	1	22500604	22520058	21
ENSG00000225906		processed_pseudogene	1	22882582	22884000	21
ENSG00000230972		lncRNA	1	23065491	23131206	21
ENSG00000275469	MIR6130	miRNA	1	23079284	23079392	21
ENSG00000219368	ZNF299P	processed_pseudogene	1	23090028	23091831	21
ENSG00000231058	MSANTD2P1	processed_pseudogene	1	23101223	23103074	21
ENSG00000286222		lncRNA	1	23106928	23119903	21
ENSG00000223078	RNU2-55P	snRNA	1	23281736	23281909	21
ENSG00000228592	D21S2088E	lncRNA	8	23352929	23423778	21
ENSG00000223822	EEF1A1P1	processed_pseudogene	1	23390258	23390996	21
ENSG00000237569	TUBAP1	processed_pseudogene	1	23407658	23409128	21
ENSG00000199698	Y_RNA	misc_RNA	1	23432181	23432282	21
ENSG00000227716		lncRNA	1	23477641	23490724	21
ENSG00000288094		lncRNA	1	23704260	23709345	21
ENSG00000287612		lncRNA	1	23857081	23889150	21
ENSG00000231986		lncRNA	1	23888798	23890541	21
ENSG00000235564		lncRNA	1	23960569	23968747	21
ENSG00000287801		lncRNA	1	23982645	24114352	21
ENSG00000226996		lncRNA	2	24043257	24050286	21
ENSG00000224018		lncRNA	3	24154871	24192924	21
ENSG00000224832	LINC01689	lncRNA	2	24304546	24321377	21
ENSG00000237484	LINC01684	lncRNA	29	24306939	24547942	21
ENSG00000226983	LINC01692	lncRNA	2	24840550	25057746	21
ENSG00000227090		lncRNA	1	24886676	24902756	21
ENSG00000230379		lncRNA	3	24938431	24992817	21
ENSG00000237444		processed_pseudogene	1	25031005	25031529	21
ENSG00000244278		lncRNA	1	25055535	25069906	21
ENSG00000232512		lncRNA	2	25095022	25103670	21
ENSG00000274662	RN7SKP236	misc_RNA	1	25101132	25101415	21
ENSG00000223870		lncRNA	1	25127469	25135247	21
ENSG00000222042		lncRNA	3	25169431	25361868	21
ENSG00000238627	RNA5SP489	rRNA_pseudogene	1	25202207	25202315	21
ENSG00000213885	RPL13AP7	transcribed_processed_pseudogene	2	25361821	25381756	21
ENSG00000279534		TEC	1	25371827	25372043	21
ENSG00000185433	LINC00158	lncRNA	25	25385388	25431701	21
ENSG00000229962		lncRNA	3	25515349	25518865	21
ENSG00000234883	MIR155HG	lncRNA	2	25561810	25575168	21
ENSG00000283904	MIR155	miRNA	1	25573980	25574044	21
ENSG00000260583		lncRNA	1	25582770	25583326	21
ENSG00000154719	MRPL39	protein_coding	3	25585656	25607517	21
ENSG00000154721	JAM2	protein_coding	7	25639258	25717562	21
ENSG00000237731	RNGTTP1	processed_pseudogene	1	25643489	25644216	21
ENSG00000287109		lncRNA	1	25646113	25654671	21
ENSG00000227054	FDX1P2	processed_pseudogene	1	25692180	25692554	21
ENSG00000154723	ATP5PF	protein_coding	8	25716503	25735673	21
ENSG00000154727	GABPA	protein_coding	3	25734570	25772460	21
ENSG00000235514	LLPHP2	processed_pseudogene	1	25762938	25763333	21
ENSG00000142192	APP	protein_coding	20	25880535	26171128	21
ENSG00000233783		lncRNA	8	25928754	25952614	21
ENSG00000251972	RNU6-123P	snRNA	1	25943044	25943145	21
ENSG00000224541		lncRNA	1	26158091	26175824	21
ENSG00000273492	APP-DT	lncRNA	3	26170871	26217381	21
ENSG00000206802	RNU6-926P	snRNA	1	26190707	26190813	21
ENSG00000289899		lncRNA	1	26224632	26278623	21
ENSG00000286902		lncRNA	1	26317390	26320773	21
ENSG00000229025		lncRNA	1	26349780	26350634	21
ENSG00000232692		lncRNA	4	26378552	26471698	21
ENSG00000197934	CYYR1-AS1	lncRNA	2	26393635	26569252	21
ENSG00000273115		lncRNA	1	26459903	26460214	21
ENSG00000166265	CYYR1	protein_coding	3	26466209	26573286	21
ENSG00000154734	ADAMTS1	protein_coding	10	26835755	26845409	21
ENSG00000223563		lncRNA	1	26889376	26939742	21
ENSG00000154736	ADAMTS5	protein_coding	2	26917922	26967088	21
ENSG00000266133	MIR4759	miRNA	1	26953961	26954043	21
ENSG00000215326	GPX1P2	processed_pseudogene	1	27143344	27143949	21
ENSG00000231236		lncRNA	1	27358885	27448579	21
ENSG00000236332		lncRNA	3	27361121	27395787	21
ENSG00000233300	EIF4A1P1	processed_pseudogene	1	27367014	27367947	21
ENSG00000217026	RPL10P1	processed_pseudogene	1	27420380	27421023	21
ENSG00000219592	NCSTNP1	processed_pseudogene	1	27492118	27492261	21
ENSG00000234052	LINC01673	lncRNA	5	27638613	27675024	21
ENSG00000225298	LINC00113	lncRNA	3	27722379	27751233	21
ENSG00000234083		lncRNA	1	27954922	27985295	21
ENSG00000178457	LINC00314	lncRNA	1	28013363	28023233	21
ENSG00000232079	LINC01697	lncRNA	8	28048404	28137611	21
ENSG00000236532	LINC01695	lncRNA	4	28116094	28228667	21
ENSG00000232855		lncRNA	6	28328738	28674848	21
ENSG00000226935	LINC00161	lncRNA	2	28539318	28540355	21
ENSG00000283300	U6	snRNA	1	28743208	28743291	21
ENSG00000156239	N6AMT1	protein_coding	3	28872191	28885371	21
ENSG00000215005	HSPD1P7	processed_pseudogene	1	28887280	28889272	21
ENSG00000215317	THUMPD1P1	processed_pseudogene	1	28901779	28903697	21
ENSG00000198862	LTN1	protein_coding	7	28928144	28992956	21
ENSG00000176054	RPL23P2	processed_pseudogene	1	28997613	28998033	21
ENSG00000156253	RWDD2B	protein_coding	7	29004384	29019360	21
ENSG00000273254		lncRNA	1	29024255	29024890	21
ENSG00000156256	USP16	protein_coding	6	29024629	29054488	21
ENSG00000156261	CCT8	protein_coding	12	29055805	29073797	21
ENSG00000231125		lncRNA	1	29058073	29060095	21
ENSG00000286018		lncRNA	1	29063446	29064368	21
ENSG00000156265	MAP3K7CL	protein_coding	16	29077471	29175889	21
ENSG00000232687	RPL12P9	processed_pseudogene	1	29127701	29128188	21
ENSG00000201984	Y_RNA	misc_RNA	1	29139283	29139384	21
ENSG00000212479	U3	snoRNA	1	29180425	29180639	21
ENSG00000224649		lncRNA	1	29182027	29187795	21
ENSG00000215533	LINC00189	lncRNA	3	29193480	29288205	21
ENSG00000156273	BACH1	protein_coding	13	29194071	29630751	21
ENSG00000236056	GAPDHP14	processed_pseudogene	1	29222321	29223257	21
ENSG00000248476	BACH1-IT1	lncRNA	1	29351634	29361894	21
ENSG00000273017		lncRNA	1	29359002	29359453	21
ENSG00000232118	BACH1-AS1	lncRNA	2	29370019	29376339	21
ENSG00000228817	BACH1-IT2	lncRNA	3	29370497	29373709	21
ENSG00000234293	BACH1-IT3	lncRNA	1	29496047	29500386	21
ENSG00000171189	GRIK1	protein_coding	8	29536933	29940033	21
ENSG00000273464		lncRNA	1	29657406	29657831	21
ENSG00000174680	GRIK1-AS1	lncRNA	7	29748175	29764002	21
ENSG00000259981		lncRNA	1	30089717	30097836	21
ENSG00000156282	CLDN17	protein_coding	1	30165565	30166805	21
ENSG00000227342	LINC00307	lncRNA	1	30209151	30211783	21
ENSG00000156284	CLDN8	protein_coding	1	30214006	30216097	21
ENSG00000225267	RPL8P2	processed_pseudogene	1	30263380	30263881	21
ENSG00000188694	KRTAP24-1	protein_coding	1	30281309	30282950	21
ENSG00000232263	KRTAP25-1	protein_coding	1	30289145	30289514	21
ENSG00000197683	KRTAP26-1	protein_coding	1	30319124	30320315	21
ENSG00000206107	KRTAP27-1	protein_coding	1	30337013	30337694	21
ENSG00000186980	KRTAP23-1	protein_coding	1	30348399	30348606	21
ENSG00000250973	KRTAP13-6P	unprocessed_pseudogene	1	30356515	30356885	21
ENSG00000182816	KRTAP13-2	protein_coding	1	30371390	30372271	21
ENSG00000265007	MIR4327	miRNA	1	30375294	30375378	21
ENSG00000198390	KRTAP13-1	protein_coding	1	30396031	30396822	21
ENSG00000240432	KRTAP13-3	protein_coding	1	30425380	30425926	21
ENSG00000186971	KRTAP13-4	protein_coding	1	30430220	30431026	21
ENSG00000233640	KRTAP13-5P	unprocessed_pseudogene	1	30436466	30436964	21
ENSG00000186970	KRTAP15-1	protein_coding	1	30440275	30440869	21
ENSG00000184351	KRTAP19-1	protein_coding	1	30479706	30480367	21
ENSG00000186965	KRTAP19-2	protein_coding	1	30487043	30487436	21
ENSG00000244025	KRTAP19-3	protein_coding	1	30491462	30492013	21
ENSG00000186967	KRTAP19-4	protein_coding	1	30496824	30497165	21
ENSG00000186977	KRTAP19-5	protein_coding	1	30501657	30502141	21
ENSG00000237841	KRTAP19-9P	unprocessed_pseudogene	1	30510307	30510497	21
ENSG00000235312	KRTAP19-10P	unprocessed_pseudogene	1	30514613	30514799	21
ENSG00000218125		unprocessed_pseudogene	1	30526546	30526701	21
ENSG00000236612	KRTAP19-11P	unprocessed_pseudogene	1	30537278	30537381	21
ENSG00000186925	KRTAP19-6	protein_coding	1	30541535	30541864	21
ENSG00000244362	KRTAP19-7	protein_coding	1	30560875	30561314	21
ENSG00000206106	KRTAP22-2	protein_coding	1	30590105	30590397	21
ENSG00000212938	KRTAP6-3	protein_coding	1	30592440	30593075	21
ENSG00000186930	KRTAP6-2	protein_coding	1	30598590	30598902	21
